Date,Close,Date,Close,Date,Close
4/8/2020 16:00:00,544,4/8/2020 16:00:00,2043,4/8/2020 16:00:00,195.98
4/9/2020 16:00:00,533.28,4/9/2020 16:00:00,2042.76,4/9/2020 16:00:00,196.37
4/13/2020 16:00:00,543,4/13/2020 16:00:00,2168.87,4/13/2020 16:00:00,199.44
4/14/2020 16:00:00,562.02,4/14/2020 16:00:00,2283.32,4/14/2020 16:00:00,204.78
4/15/2020 16:00:00,588.64,4/15/2020 16:00:00,2307.68,4/15/2020 16:00:00,208.17
4/16/2020 16:00:00,612.71,4/16/2020 16:00:00,2408.19,4/16/2020 16:00:00,212.66
4/17/2020 16:00:00,597.5,4/17/2020 16:00:00,2375,4/17/2020 16:00:00,209.5
4/20/2020 16:00:00,601.64,4/20/2020 16:00:00,2393.61,4/20/2020 16:00:00,212.13
4/21/2020 16:00:00,573.38,4/21/2020 16:00:00,2328.12,4/21/2020 16:00:00,207.34
4/22/2020 16:00:00,601.05,4/22/2020 16:00:00,2363.49,4/22/2020 16:00:00,209.96
4/23/2020 16:00:00,586.71,4/23/2020 16:00:00,2399.45,4/23/2020 16:00:00,205.24
4/24/2020 16:00:00,571.27,4/24/2020 16:00:00,2410.22,4/24/2020 16:00:00,204.36
4/27/2020 16:00:00,589.47,4/27/2020 16:00:00,2376,4/27/2020 16:00:00,203.69
4/28/2020 16:00:00,598.54,4/28/2020 16:00:00,2314.08,4/28/2020 16:00:00,201.15
4/29/2020 16:00:00,602.42,4/29/2020 16:00:00,2372.71,4/29/2020 16:00:00,206.7
4/30/2020 16:00:00,583.51,4/30/2020 16:00:00,2474,4/30/2020 16:00:00,202.67
5/1/2020 16:00:00,605.52,5/1/2020 16:00:00,2286.04,5/1/2020 16:00:00,194.48
5/4/2020 16:00:00,607.4,5/4/2020 16:00:00,2315.99,5/4/2020 16:00:00,191.15
5/5/2020 16:00:00,620.94,5/5/2020 16:00:00,2317.8,5/5/2020 16:00:00,195.02
5/6/2020 16:00:00,742.88,5/6/2020 16:00:00,2351.26,5/6/2020 16:00:00,195.17
5/7/2020 16:00:00,772.02,5/7/2020 16:00:00,2367.61,5/7/2020 16:00:00,196.49
5/8/2020 16:00:00,784.52,5/8/2020 16:00:00,2379.61,5/8/2020 16:00:00,201.19
5/11/2020 16:00:00,781.11,5/11/2020 16:00:00,2409,5/11/2020 16:00:00,205.4
5/12/2020 16:00:00,762.09,5/12/2020 16:00:00,2356.95,5/12/2020 16:00:00,200.31
5/13/2020 16:00:00,768.54,5/13/2020 16:00:00,2367.92,5/13/2020 16:00:00,199.46
5/14/2020 16:00:00,777.27,5/14/2020 16:00:00,2388.85,5/14/2020 16:00:00,201.3
5/15/2020 16:00:00,775.05,5/15/2020 16:00:00,2409.78,5/15/2020 16:00:00,203.68
5/18/2020 16:00:00,794.56,5/18/2020 16:00:00,2426.26,5/18/2020 16:00:00,215.28
5/19/2020 16:00:00,805.96,5/19/2020 16:00:00,2449.33,5/19/2020 16:00:00,217.2
5/20/2020 16:00:00,828.31,5/20/2020 16:00:00,2497.94,5/20/2020 16:00:00,216.79
5/21/2020 16:00:00,814.71,5/21/2020 16:00:00,2446.74,5/21/2020 16:00:00,212.16
5/22/2020 16:00:00,841.31,5/22/2020 16:00:00,2436.88,5/22/2020 16:00:00,199.7
5/26/2020 16:00:00,834.17,5/26/2020 16:00:00,2421.86,5/26/2020 16:00:00,201.72
5/27/2020 16:00:00,820.83,5/27/2020 16:00:00,2410.39,5/27/2020 16:00:00,201.18
5/28/2020 16:00:00,827.16,5/28/2020 16:00:00,2401.1,5/28/2020 16:00:00,199.49
5/29/2020 16:00:00,851.67,5/29/2020 16:00:00,2442.37,5/29/2020 16:00:00,207.39
6/1/2020 16:00:00,844.08,6/1/2020 16:00:00,2471.04,6/1/2020 16:00:00,206.57
6/2/2020 16:00:00,859.77,6/2/2020 16:00:00,2472.41,6/2/2020 16:00:00,214.33
6/3/2020 16:00:00,853.52,6/3/2020 16:00:00,2478.4,6/3/2020 16:00:00,218.61
6/4/2020 16:00:00,839.99,6/4/2020 16:00:00,2460.6,6/4/2020 16:00:00,218.04
6/5/2020 16:00:00,866.93,6/5/2020 16:00:00,2483,6/5/2020 16:00:00,219.55
6/8/2020 16:00:00,858.86,6/8/2020 16:00:00,2524.06,6/8/2020 16:00:00,219
6/9/2020 16:00:00,866.43,6/9/2020 16:00:00,2600.86,6/9/2020 16:00:00,220.72
6/10/2020 16:00:00,886.78,6/10/2020 16:00:00,2647.45,6/10/2020 16:00:00,223.68
6/11/2020 16:00:00,855,6/11/2020 16:00:00,2557.96,6/11/2020 16:00:00,215.24
6/12/2020 16:00:00,896.43,6/12/2020 16:00:00,2545.02,6/12/2020 16:00:00,217.64
6/15/2020 16:00:00,924,6/15/2020 16:00:00,2572.68,6/15/2020 16:00:00,217.03
6/16/2020 16:00:00,950.26,6/16/2020 16:00:00,2615.27,6/16/2020 16:00:00,222.62
6/17/2020 16:00:00,935.73,6/17/2020 16:00:00,2640.98,6/17/2020 16:00:00,224.25
6/18/2020 16:00:00,926.02,6/18/2020 16:00:00,2653.98,6/18/2020 16:00:00,223.54
6/19/2020 16:00:00,952.96,6/19/2020 16:00:00,2675.01,6/19/2020 16:00:00,220.64
6/22/2020 16:00:00,984.54,6/22/2020 16:00:00,2713.82,6/22/2020 16:00:00,221.41
6/23/2020 16:00:00,977.49,6/23/2020 16:00:00,2764.41,6/23/2020 16:00:00,228.75
6/24/2020 16:00:00,953.77,6/24/2020 16:00:00,2734.4,6/24/2020 16:00:00,226.22
6/25/2020 16:00:00,971.44,6/25/2020 16:00:00,2754.58,6/25/2020 16:00:00,222.16
6/26/2020 16:00:00,973.17,6/26/2020 16:00:00,2692.87,6/26/2020 16:00:00,215.71
6/29/2020 16:00:00,980.83,6/29/2020 16:00:00,2680.38,6/29/2020 16:00:00,215.02
6/30/2020 16:00:00,985.77,6/30/2020 16:00:00,2758.82,6/30/2020 16:00:00,215.7
7/1/2020 16:00:00,977.14,7/1/2020 16:00:00,2878.7,7/1/2020 16:00:00,215.95
7/2/2020 16:00:00,988.42,7/2/2020 16:00:00,2890.3,7/2/2020 16:00:00,223.6
7/6/2020 16:00:00,995.93,7/6/2020 16:00:00,3057.04,7/6/2020 16:00:00,240
7/7/2020 16:00:00,1007.24,7/7/2020 16:00:00,3000.12,7/7/2020 16:00:00,236.51
7/8/2020 16:00:00,1015,7/8/2020 16:00:00,3081.11,7/8/2020 16:00:00,257.68
7/9/2020 16:00:00,1018.41,7/9/2020 16:00:00,3182.63,7/9/2020 16:00:00,261.58
7/10/2020 16:00:00,1035.83,7/10/2020 16:00:00,3200,7/10/2020 16:00:00,261.01
7/13/2020 16:00:00,981.97,7/13/2020 16:00:00,3104,7/13/2020 16:00:00,251.67
7/14/2020 16:00:00,972.63,7/14/2020 16:00:00,3084,7/14/2020 16:00:00,248.58
7/15/2020 16:00:00,971.63,7/15/2020 16:00:00,3008.87,7/15/2020 16:00:00,249.21
7/16/2020 16:00:00,956.62,7/16/2020 16:00:00,2999.9,7/16/2020 16:00:00,242.5
7/17/2020 16:00:00,964.72,7/17/2020 16:00:00,2961.97,7/17/2020 16:00:00,247.14
7/20/2020 16:00:00,1024.81,7/20/2020 16:00:00,3196.84,7/20/2020 16:00:00,254.81
7/21/2020 16:00:00,1018.9,7/21/2020 16:00:00,3138.29,7/21/2020 16:00:00,257.9
7/22/2020 16:00:00,1019.39,7/22/2020 16:00:00,3099.91,7/22/2020 16:00:00,251.7
7/23/2020 16:00:00,982.3,7/23/2020 16:00:00,2986.55,7/23/2020 16:00:00,251.88
